doi,pubmed_id,title,abstract,authors,journal,year
10.1007_s00122-023-04537-1,38286831,Transcriptomic insights into shared responses to Fusarium crown rot infection and drought stresses in bread wheat (Triticum aestivum L.),"Fusarium crown rot (FCR) is a devastating disease in many areas of cereal production worldwide. It is well-known that drought stress enhances FCR severity but possible molecular relationship between these two stresses remains unclear. To investigate their relationships, we generated several pairs of near isogenic lines (NILs) targeting a locus conferring FCR resistance on chromosome 2D in bread wheat. One pair of these NILs showing significant differences between the two isolines for both FCR resistance and drought tolerance was used to investigate transcriptomic changes in responsive to these two stresses. Our results showed that the two isolines likely deployed different strategies in dealing with the stresses, and significant differences in expressed gene networks exist between the two time points of drought stresses evaluated in this study. Nevertheless, results from analysing Gene Ontology terms and transcription factors revealed that similar regulatory frameworks were activated in coping with these two stresses. Based on the position of the targeted locus, changes in expression following FCR infection and drought stresses, and the presence of non-synonymous variants between the two isolines, several candidate genes conferring resistance or tolerance to these two types of stresses were identified. The NILs generated, the large number of DEGs with single-nucleotide polymorphisms detected between the two isolines, and the candidate genes identified would be invaluable in fine mapping and cloning the gene(s) underlying the targeted locus.","Su Z, Gao S, Zheng Z, Stiller J, Hu S, McNeil MD, Shabala S, Zhou M, Liu C",Theoretical and Applied Genetics,2024
10.1007_s00122-023-04538-0,38291310,GenoBaitsWheatplusEE: a targeted capture sequencing panel for quick and accurate identification of wheat-Thinopyrum derivatives,"Thinopyrum species play a crucial role as a source of new genetic variations for enhancing wheat traits, including resistance to both abiotic and biotic factors. Accurate identification of exogenous chromosome(s) or chromosome segments or genes is essential following the introduction of alien genetic material into wheat, but this task remains challenging. This study aimed to develop a high-resolution wheat-Thinopyrum elongatum array, named GenoBaitsWheatplusEE, to trace alien genetic information by genotyping using a target sequencing system. This GenoBaitsWheatplusEE array included 90,000 capture probes derived from two species and integrated into one chip, with 10,000 and 80,000 originating from wheat and Th. elongatum, respectively. The capture probes were strategically positioned in genes and evenly distributed across the genome, facilitating the development of a roadmap for identifying each alien gene. The array was applied to the high-throughput identification of the alien chromosomes or segments in Thinopyrum and distantly related species and their derivatives. Our results demonstrated that the GenoBaitsWheatplusEE array could be used for direct identification of the breakpoint of alien segments, determine copy number of alien chromosomes, and reveal variations in wheat chromosomes by a single round of target sequencing of the sample. Additionally, we could efficiently and cost-effectively genotype, supporting the exploration of subgenome composition, phylogenetic relationships, and polymorphisms in essential genes (e.g., Fhb7 gene) among Thinopyrum species and their derivatives. We hope that GenoBaitsWheatplusEE will become a widely adopted tool for exporting wild germplasm for wheat improvement in the future.","Deng P, Du X, Wang Y, Yang X, Cheng X, Huang C, Li T, Li T, Chen C, Zhao J, Wang C, Liu X, Tian Z, Ji W",Theoretical and Applied Genetics,2024
10.1007_s00122-024-04542-y,38409375,"High-resolution mapping of Ryd4Hb, a major resistance gene to Barley yellow dwarf virus from Hordeum bulbosum","Virus diseases are causing high yield losses in crops worldwide. The Barley yellow dwarf virus (BYDV) complex is responsible for one of the most widespread and economically important viral diseases of cereals. While no gene conferring complete resistance (immunity) has been uncovered in the primary gene pool of barley, sources of resistance were searched and identified in the wild relative Hordeum bulbosum, representing the secondary gene pool of barley. One such locus, Ryd4Hb, has been previously introgressed into barley, and was allocated to chromosome 3H, but is tightly linked to a sublethality factor that prevents the incorporation and utilization of Ryd4Hb in barley varieties. To solve this problem, we fine-mapped Ryd4Hb and separated it from this negative factor. We narrowed the Ryd4Hb locus to a corresponding 66.5 kbp physical interval in the barley 'Morex' reference genome. The region comprises a gene from the nucleotide-binding and leucine-rich repeat immune receptor family, typical of dominant virus resistance genes. The closest homolog to this Ryd4Hb candidate gene is the wheat Sr35 stem rust resistance gene. In addition to the fine mapping, we reduced the interval bearing the sublethality factor to 600 kbp in barley. Aphid feeding experiments demonstrated that Ryd4Hb provides a resistance to BYDV rather than to its vector. The presented results, including the high-throughput molecular markers, will permit a more targeted selection of the resistance in breeding, enabling the use of Ryd4Hb in barley varieties.","Pidon H, Ruge-Wehling B, Will T, Habeku A, Wendler N, Oldach K, Maasberg-Prelle A, Korzun V, Stein N",Theoretical and Applied Genetics,2024
10.1007_s00122-024-04544-w,38286845,Fine mapping of powdery mildew resistance gene PmXNM in a Chinese wheat landrace Xiaonanmai,"Powdery mildew, caused by Blumeria graminis f. sp. tritici (Bgt), is a globally devastating disease threatening the yield and quality of wheat worldwide. The use of broad-spectrum disease resistance genes from wheat landraces is an effective strategy to prevent this pathogen. Chinese wheat landrace Xiaonanmai (XNM) was immune to 23 tested Bgt isolates at the seedling stage. The F1, F2, and F2:4 progenies derived from the cross between XNM and Chinese Spring (CS) were used in this study. Genetic analysis revealed that powdery mildew resistance in XNM was controlled by a single dominant gene, temporarily designated PmXNM. Bulked segregant analysis and molecular mapping delimited PmXNM to the distal terminal region of chromosome 4AL flanked by markers caps213923 and kasp511718. The region carrying the PmXNM locus was approximately 300.7 kb and contained nine high-confidence genes according to the reference genome sequence of CS. Five of these genes, annotated as disease resistance RPP13-like proteins 1, were clustered in the target region. Haplotype analysis using the candidate gene-specific markers indicated that the majority of 267 common wheat accessions (75.3%) exhibited extensive gene losses at the PmXNM locus, as confirmed by aligning the targeted genome sequences of CS with those of other sequenced wheat cultivars. Seven candidate gene-specific markers have proven effective for marker-assisted introgression of PmXNM into modern elite cultivars.","Xue S, Wang H, Ma Y, Sun T, Wang Y, Meng F, Wang X, Yang Z, Zhang J, Du J, Li S, Li Z",Theoretical and Applied Genetics,2024
10.1007_s00122-024-04550-y,38363421,Genome-wide association mapping for seedling and adult resistance to powdery mildew in barley,"Powdery mildew (PM), caused by Blumeria hordei, can occur at all post emergent stages of barley and constantly threatens crop production. To identify more genes for effective resistance to powdery mildew for use in breeding programs, 696 barley accessions collected from different regions of the world were evaluated for PM resistance at seedling and adult growth stages in three different states of Australia. These barley accessions were genotyped using DArTSeq with over 18,000 markers for a genome-wide association study (GWAS). Using the FarmCPU model, 54 markers showed significant associations with PM resistance scored at the seedling and adult-plant stages in different states of Australia. Another 40 markers showed tentative associations (LOD > 4.0) with resistance. These markers are distributed across all seven barley chromosomes. Most of them were grouped into eleven QTL regions, coinciding with the locations of most of the reported resistance genes. Two major MTAs were identified on chromosome arms 3HS and 5HL, with one on 3HS contributing to adult plant resistance and the one on 5HL to both seedling and adult plant resistance. An MTA on 7HS contributed mainly to the adult-plant resistance, while another one on chromosome arm 1HS made a significant contribution to the seedling resistance.","Guo J, Zhao C, Gupta S, Platz G, Snyman L, Zhou M",Theoretical and Applied Genetics,2024
10.1007_s00122-024-04553-9,38321245,Dissecting the genetic basis of Fusarium crown rot resistance in wheat by genome wide association study,"Fusarium crown rot (FCR) is a severe soil borne disease in many wheat growing regions of the world. In this study, we attempted to detect loci conferring FCR resistance through a new seedling inoculation assay. A total of 223 wheat accessions from different geography origins were used to assemble an association panel for GWAS analysis. Four genotypes including Heng 4332, Luwanmai, Pingan 998 and Yannong 24 showed stable resistance to FCR. A total of 54 SNPs associated with FCR resistance were identified. Among the 10 putative QTLs represented by these SNPs, seven QTLs on chromosome 2B, 3A, 3D, 4A, 7A and 7B were novel and were consistently detected in at least two of the three trials conducted. Qfcr. cau.3D-3, which was targeted by 38 SNPs clustered within a genomic region of approximately 5.57 Mb (609.12-614.69 Mb) on chromosome arm 3DL, was consistently detected in all the three trials. The effects of Qfcr.cau.3D-3 were further validated in two recombinant inbred line populations. The presence of this locus reduced FCR severity up to 21.55%. Interestingly, the collinear positions of sequences containing the four SNPs associated with two FCR loci (Qfcr.cau.3A and Qfcr.cau.3B) were within the regions of Qfcr.cau.3D-3, suggesting that genes underlying these three loci may be homologous. Our results provide useful information for improving FCR resistance in wheat.","Li J, Zhai S, Xu X, Su Y, Yu J, Gao Y, Yang J, Zheng Z, Li B, Sun Q, Xie C, Ma J",Theoretical and Applied Genetics,2024
10.1007_s00122-024-04555-7,38345612,A conditional mutation in a wheat (Triticum aestivum L.) gene regulating root morphology,"Root morphology is central to plants for the efficient uptake up of soil water and mineral nutrients. Here we describe a conditional mutant of hexaploid wheat (Triticum aestivum L.) that when grown in soil with high Ca2+ develops a larger rhizosheath accompanied with shorter roots than the wild type. In wheat, rhizosheath size is a reliable surrogate for root hair length and this was verified in the mutant which possessed longer root hairs than the wild type when grown in high C a2+ soil. We named the mutant Stumpy and showed it to be due to a single semi-dominant mutation. The short root phenotype at high Ca2+ was due to reduced cellular elongation which might also explain the long root hair phenotype. Analysis of root cell walls showed that the polysaccharide composition of Stumpy roots is remodelled when grown at non-permissive (high) Ca2+ concentrations. The mutation mapped to chromosome 7B and sequencing of the 7B chromosomes in both wild type and Stumpy identified a candidate gene underlying the Stumpy mutation. As part of the process to determine whether the candidate gene was causative, we identified wheat lines in a Cadenza TILLING population with large rhizosheaths but accompanied with normal root length. This finding illustrates the potential of manipulating the gene to disconnect root length from root hair length as a means of developing wheat lines with improved efficiency of nutrient and water uptake. The Stumpy mutant will be valuable for understanding the mechanisms that regulate root morphology in wheat.","Zeng D, Ford B, Dolezel J, Karafiatova M, Hayden MJ, Rathjen TM, George TS, Brown LK, Ryan PR, Pettolino FA, Mathesius U, Delhaize E",Theoretical and Applied Genetics,2024
10.1007_s00122-024-04561-9,38381194,Identification of a novel and plant height-independent QTL for coleoptile length in barley and validation of its effect using near isogenic lines,"Coleoptile length (CL) is one of the most important agronomic traits in cereal crops due to its direct influence on the optimal depth for seed sowing which facilitates better seedling establishment. Varieties with longer coleoptiles are preferred in drought-prone areas where less moisture maintains at the top layer of the soil. Compared to wheat, genetic study on coleoptile length is limited in barley. Here, we reported a study on detecting the genomic regions associated with CL in barley by assessing a population consisting of 201 recombinant inbred lines. Four putative QTL conferring CL were consistently identified on chromosomes 1H, 5H, 6H, and 7H in each of the trials conducted. Of these QTL, the two located on chromosomes 5H and 6H (designated as Qcl.caf-5H and Qcl.caf-6H) are likely novel and Qcl.caf-5H showed the most significant effect explaining up to 30.9% of phenotypic variance with a LOD value of 15.1. To further validate the effect of this putative QTL, five pairs of near isogenic lines (NILs) were then developed and assessed. Analysis of the NILs showed an average difference of 21.0% in CL between the two isolines. Notably, none of the other assessed morphological characteristics showed consistent differences between the two isolines for each pair of the NILs. Candidate genes underlying the Qcl.caf-5H locus were also predicted by employing orthologous analysis and comparing the genome assemblies for both parental genotypes of the mapping population in the present study. Taken together, these findings expand our understanding on genetic basis of CL and will be indicative for further gene cloning and functional analysis underly this locus in barley.","Gao S, Su Z, Ma J, Ma J, Liu C, Li H, Zheng Z",Theoretical and Applied Genetics,2024
10.1007_s00122-024-04562-8,38407646,Genome-wide association studies reveal novel loci for grain size in two-rowed barley (Hordeum vulgare L.),"Barley yield and quality are greatly influenced by grain size. Improving barley grain size in breeding programs requires knowledge of genetic loci and alleles in germplasm resources. In this study, a collection of 334 worldwide two-rowed barley accessions with extensive genetic diversity was evaluated for grain size including grain length (GL), grain width (GW), and thousand-grain weight (TGW) across six independent field trials. Significant differences were observed in genotype and environments for all measured traits. SNP- and InDel-based GWAS were applied to dissect the genetic architecture of grain size with an SLAF-seq strategy. Two approaches using the FarmCPU model revealed 38 significant marker-trait associations (MTAs) with PVE ranging from 0.01% to 20.68%. Among these MTAs, five were on genomic regions where no previously reported QTL for grain size. Superior alleles of TGW-associated SNP233060 and GL-associated InDel11006 exhibited significantly higher levels of phenotype. The significant MTAs could be used in marker-assisted selection breeding.","Hong Y, Zhang M, Zhu J, Zhang Y, Lv C, Guo B, Wang F, Xu R",Theoretical and Applied Genetics,2024
10.1007_s00122-024-04564-6,38402327,Identification of genetic loci and candidate genes underlying freezing tolerance in wheat seedlings,"Frost damage restricts wheat growth, development, and geographical distribution. However, the genetic mechanism of freezing tolerance (FT) remains unclear. Here, we evaluated FT phenotypes of 245 wheat varieties and lines, and genotyped them using a Wheat 90 K array. The association analysis showed that ten stable loci were significantly associated with FT (P < 1 x 10-4), and explained 6.45-26.33% of the phenotypic variation. In particular, the major locus QFT.ahau-7B.2 was consistently related to all nine sets of FT phenotypic data. Based on five cleaved amplified polymorphic sequence (CAPS) markers closely linked to QFT.ahau-7B.2, we narrowed down the target region to the 570.67-571.16 Mb interval (0.49 Mb) on chromosome 7B, in which four candidate genes were annotated. Of these, only TaRPM1-7BL exhibited consistent differential expression after low temperature treatment between freezing-tolerant and freezing-sensitive varieties. The results of cloning and whole-exome capture sequencing indicated that there were two main haplotypes for TaRPM1-7BL, including freezing-tolerant Hap1 and freezing-sensitive Hap2. Based on the representative SNP (+1956, A_G), leading to an amino acid change in the NBS domain, a CAPS marker (CAPS-TaRPM1-7BL) was developed and validated in 431 wheat varieties (including the above 245 materials) and 318 F2 lines derived from the cross of 'Annong 9267' (freezing-tolerant) x 'Yumai 9' (freezing-sensitive). Subsequently, the TaRPM1-7BL gene was silenced in 'Yumai 9' by virus-induced gene silencing (VIGS), and these silenced wheat seedlings exhibited enhanced FT phenotypes, suggesting that TaRPM1-7BL negatively regulates FT. These findings are valuable for understanding the complex genetic basis of FT in wheat.","Pan X, Nie X, Gao W, Yan S, Feng H, Cao J, Lu J, Shao H, Ma C, Chang C, Zhang H",Theoretical and Applied Genetics,2024
