doi,pubmed_id,title,abstract,authors,journal,year
10.1016_s0264-410x(00)00512-0,11257418,Plant-based vaccines: unique advantages.,"Numerous studies have shown that viral epitopes and subunits of bacterial toxins can be expressed and correctly processed in transgenic plants. The recombinant proteins induce immune responses and have several benefits over current vaccine technologies, including increased safety, economy, stability, versatility and efficacy. Antigens expressed in corn are particularly advantageous since the seed can be produced in vast quantities and shipped over long distances at ambient temperature, potentially allowing global vaccination. We have expressed the B-subunit of Escherichia coli heat-labile enterotoxin and the spike protein of swine transmissible gastroenteritis virus at high levels in corn, and demonstrate that these antigens delivered in the seed elicit protective immune responses.","Streatfield SJ, Jilka JM, Hood EE, Turner DD, Bailey MR, Mayor JM, Woodard SL, Beifuss KK, Horn ME, Delaney DE, Tizard IR, Howard JA.",Vaccine,2001
10.1289_ehp.01109s2337,11359705,Prospects for reducing fumonisin contamination of maize through genetic modification.,"Fumonisins (FB) are mycotoxins found in (italic)Fusarium verticillioides-infected maize grain worldwide. Attention has focused on FBs because of their widespread occurrence, acute toxicity to certain livestock, and their potential carcinogenicity. FBs are present at low levels in most field-grown maize but may spike to high levels depending on both the environment and genetics of the host plant. Among the strategies for reducing risk of FB contamination in maize supplied to the market, development and deployment of Fusarium ear mold-resistant maize germplasm is a high priority. Breeding for increased ear mold tolerance and reduced mycotoxin levels is being practiced today in both commercial and public programs, but the amount of resistance achievable may be limited due to complicated genetics and/or linkage to undesirable agronomic traits. Molecular markers can be employed to speed up the incorporation of chromosomal regions that have a quantitative effect on resistance (quantitative trait loci). Transgenic approaches to ear mold/mycotoxin resistance are now feasible as well. These potentially include genetically enhanced resistance to insect feeding, increased fungal resistance, and detoxification/prevention of mycotoxins in the grain. An example of the first of these approaches is already on the market, namely transgenic maize expressing Bacillus thuringiensis (Bt) toxin, targeted to the European corn borer. Some Bt maize hybrids have the potential to reduce FB levels in field-harvested grain, presumably through reduced feeding of Bt-susceptible insects in ear tissues. However, improved ear mold resistance per se is still an important goal, as the plant will still be vulnerable to noninsect routes of entry to (italic)Fusarium. A second approach, transgene-mediated control of the ability of Fusarium to infect and colonize the ear, could potentially be achieved through overexpression of specific antifungal proteins and metabolites, or enhancement of the plant's own defense systems in kernel tissues. This has not yet been accomplished in maize, although promising results have been obtained recently in other monocots versus other fungal and bacterial pathogens. Achieving reproducible and stable enhanced ear mold resistance under field conditions will be immensely challenging for biotechnologists. A third approach, transgene strategies aimed at preventing mycotoxin biosynthesis, or detoxifying mycotoxins in planta, could provide further protection for the grower in environments where FBs present a risk to the crop even when the maize is relatively resistant to Fusarium mold. In one example of such a strategy, enzymes that degrade FBs have been identified in a filamentous saprophytic fungus isolated from maize, and corresponding genes have been cloned and are currently being tested in transgenic maize.",Duvick J.,Environ Health Perspect,2001
10.1289_ehp.01109s2325,11359703,Biological control of Fusarium moniliforme in maize.,"Fusarium moniliforme Sheldon, a biological species of the mating populations within the (italic)Gibberella fujikuroi species complex, i.e., population A [= G. moniliformis (Sheld.) Wineland], is an example of a facultative fungal endophyte. During the biotrophic endophytic association with maize, as well as during saprophytic growth, F. moniliforme produces the fumonisins. The fungus is transmitted vertically and horizontally to the next generation of plants via clonal infection of seeds and plant debris. Horizontal infection is the manner by which this fungus is spread contagiously and through which infection occurs from the outside that can be reduced by application of certain fungicides. The endophytic phase is vertically transmitted. This type infection is important because it is not controlled by seed applications of fungicides, and it remains the reservoir from which infection and toxin biosynthesis takes place in each generation of plants. Thus, vertical transmission of this fungus is just as important as horizontal transmission. A biological control system using an endophytic bacterium, Bacillus subtilis, has been developed that shows great promise for reducing mycotoxin accumulation during the endophytic (vertical transmission) growth phase. Because this bacterium occupies the identical ecological niche within the plant, it is considered an ecological homologue to F. moniliforme, and the inhibitory mechanism, regardless of the mode of action, operates on the competitive exclusion principle. In addition to this bacterium, an isolate of a species of the fungus Trichoderma shows promise in the postharvest control of the growth and toxin accumulation from F. moniliforme on corn in storage.","Bacon CW, Yates IE, Hinton DM, Meredith F.",Environ Health Perspect,2001
10.1289_ehp.021105,11781159,Starlink corn: a risk analysis.,"Modern biotechnology has dramatically increased our ability to alter the agronomic traits of plants. Among the novel traits that biotechnology has made available, an important group includes Bacillus thuringiensis-derived insect resistance. This technology has been applied to potatoes, cotton, and corn. Benefits of Bt crops, and biotechnology generally, can be realized only if risks are assessed and managed properly. The case of Starlink corn, a plant modified with a gene that encodes the Bt protein Cry9c, was a severe test of U.S. regulatory agencies. The U.S. Environmental Protection Agency had restricted its use to animal feed due to concern about the potential for allergenicity. However, Starlink corn was later found throughout the human food supply, resulting in food recalls by the Food and Drug Administration and significant disruption of the food supply. Here we examine the regulatory history of Starlink, the assessment framework employed by the U.S. government, assumptions and information gaps, and the key elements of government efforts to manage the product. We explore the impacts on regulations, science, and society and conclude that only significant advances in our understanding of food allergies and improvements in monitoring and enforcement will avoid similar events in the future. Specifically, we need to develop a stronger fundamental basis for predicting allergic sensitization and reactions if novel proteins are to be introduced in this fashion. Mechanisms are needed to assure that worker and community aeroallergen risks are considered. Requirements are needed for the development of valid assays so that enforcement and post market surveillance activities can be conducted.","Bucchini L, Goldman LR.",Environ Health Perspect,2002
10.1083_jcb.200110126,11956226,Telomeres act autonomously in maize to organize the meiotic bouquet from a semipolarized chromosome orientation.,"During meiosis, chromosomes undergo large-scale reorganization to allow pairing between homologues, which is necessary for recombination and segregation. In many organisms, pairing of homologous chromosomes is accompanied, and possibly facilitated, by the bouquet, the clustering of telomeres in a small region of the nuclear periphery. Taking advantage of the cytological accessibility of meiosis in maize, we have characterized the organization of centromeres and telomeres throughout meiotic prophase. Our results demonstrate that meiotic centromeres are polarized prior to the bouquet stage, but that this polarization does not contribute to bouquet formation. By examining telocentric and ring chromosomes, we have tested the cis-acting requirements for participation in the bouquet. We find that: (a) the healed ends of broken chromosomes, which contain telomere repeats, can enter the bouquet; (b) ring chromosomes enter the bouquet, indicating that terminal position on a chromosome is not necessary for telomere sequences to localize to the bouquet; and (c) beginning at zygotene, the behavior of telomeres is dominant over any centromere-mediated chromosome behavior. The results of this study indicate that specific chromosome regions are acted upon to determine the organization of meiotic chromosomes, enabling the bouquet to form despite large-scale changes in chromosome architecture.","Carlton PM, Cande WZ.",J Cell Biol,2002
10.1186_1471-2229-2-5,12057012,"Accumulation of dehydrin-like proteins in the mitochondria of cereals in response to cold, freezing, drought and ABA treatment.","BACKGROUND: Dehydrins are known as Group II late embryogenesis abundant proteins. Their high hydrophilicity and thermostability suggest that they may be structure stabilizers with detergent and chaperone-like properties. They are localised in the nucleus, cytoplasm, and plasma membrane. We have recently found putative dehydrins in the mitochondria of some cereals in response to cold. It is not known whether dehydrin-like proteins accumulate in plant mitochondria in response to stimuli other than cold stress. RESULTS: We have found five putative dehydrins in the mitochondria of winter wheat, rye and maize seedlings. Two of these polypeptides had the same molecular masses in all three species (63 and 52 kD) and were thermostable. Drought, freezing, cold, and exogenous ABA treatment led to higher accumulation of dehydrin-like protein (dlp) 63 kD in the rye and wheat mitochondria. Protein 52 kD was induced by cold adaptation and ABA. Some accumulation of these proteins in the maize mitochondria was found after cold exposition only. The other three proteins appeared to be heat-sensitive and were either slightly induced or not induced at all by all treatments used. CONCLUSIONS: We have found that, not only cold, but also drought, freezing and exogenous ABA treatment result in accumulation of the thermostable dehydrins in plant mitochondria. Most cryotolerant species such as wheat and rye accumulate more heat-stable dehydrins than cryosensitive species such as maize. It has been supposed that their function is to stabilize proteins in the membrane or in the matrix. Heat-sensitive putative dehydrins probably are not involved in the stress reaction and adaptation of plants.","Borovskii GB, Stupnikova IV, Antipina AI, Vladimirova SV, Voinikov VK.",BMC Plant Biol,2002
10.1186_1471-2156-3-19,12366868,"SNP frequency, haplotype structure and linkage disequilibrium in elite maize inbred lines.","BACKGROUND: Recent studies of ancestral maize populations indicate that linkage disequilibrium tends to dissipate rapidly, sometimes within 100 bp. We set out to examine the linkage disequilibrium and diversity in maize elite inbred lines, which have been subject to population bottlenecks and intense selection by breeders. Such population events are expected to increase the amount of linkage disequilibrium, but reduce diversity. The results of this study will inform the design of genetic association studies. RESULTS: We examined the frequency and distribution of DNA polymorphisms at 18 maize genes in 36 maize inbreds, chosen to represent most of the genetic diversity in U.S. elite maize breeding pool. The frequency of nucleotide changes is high, on average one polymorphism per 31 bp in non-coding regions and 1 polymorphism per 124 bp in coding regions. Insertions and deletions are frequent in non-coding regions (1 per 85 bp), but rare in coding regions. A small number (2-8) of distinct and highly diverse haplotypes can be distinguished at all loci examined. Within genes, SNP loci comprising the haplotypes are in linkage disequilibrium with each other. CONCLUSIONS: No decline of linkage disequilibrium within a few hundred base pairs was found in the elite maize germplasm. This finding, as well as the small number of haplotypes, relative to neutral expectation, is consistent with the effects of breeding-induced bottlenecks and selection on the elite germplasm pool. The genetic distance between haplotypes is large, indicative of an ancient gene pool and of possible interspecific hybridization events in maize ancestry.","Ching A, Caldwell KS, Jung M, Dolan M, Smith OS, Tingey S, Morgante M, Rafalski AJ.",BMC Genet,2002
10.1186_1471-2229-3-10,14687417,Sub-cellular trafficking of phytochemicals explored using auto-fluorescent compounds in maize cells.,"BACKGROUND: Little is known regarding the trafficking mechanisms of small molecules within plant cells. It remains to be established whether phytochemicals are transported by pathways similar to those used by proteins, or whether the expansion of metabolic pathways in plants was associated with the evolution of novel trafficking pathways. In this paper, we exploited the induction of green and yellow auto-fluorescent compounds in maize cultured cells by the P1 transcription factor to investigate their targeting to the cell wall and vacuole, respectively. RESULTS: We investigated the accumulation and sub-cellular localization of the green and yellow auto-fluorescent compounds in maize BMS cells expressing the P1 transcription factor from an estradiol inducible promoter. We established that the yellow fluorescent compounds accumulate inside the vacuole in YFBs that resemble AVIs. The green fluorescent compounds accumulate initially in the cytoplasm in large spherical GFBs. Cells accumulating GFBs also contain electron-dense structures that accumulate initially in the ER and which later appear to fuse with the plasma membrane. Structures resembling the GFBs were also observed in the periplasmic space of plasmolized cells. Ultimately, the green fluorescence accumulates in the cell wall, in a process that is insensitive to the Golgi-disturbing agents BFA and monensin. CONCLUSIONS: Our results suggest the presence of at least two distinct trafficking pathways, one to the cell wall and the other to the vacuole, for different auto-fluorescent compounds induced by the same transcription factor in maize BMS cells. These compartments represent two of the major sites of accumulation of phenolic compounds characteristic of maize cells. The secretion of the green auto-fluorescent compounds occurs by a pathway that does not involve the TGN, suggesting that it is different from the secretion of most proteins, polysaccharides or epicuticular waxes. The yellow auto-fluorescent compounds accumulate in a vacuolar compartment, in structures that resemble the AVIs present in many cells accumulating anthocyanins. Together, our studies suggest that the accumulation of auto-fluorescent compounds can provide a powerful tool to dissect the trafficking of phytochemicals, knowledge necessary for the efficient engineering of plant metabolism.","Lin Y, Irani NG, Grotewold E.",BMC Plant Biol,2003
10.1186_1471-2229-4-12,15282033,Discovery of induced point mutations in maize genes by TILLING.,"BACKGROUND: Going from a gene sequence to its function in the context of a whole organism requires a strategy for targeting mutations, referred to as reverse genetics. Reverse genetics is highly desirable in the modern genomics era; however, the most powerful methods are generally restricted to a few model organisms. Previously, we introduced a reverse-genetic strategy with the potential for general applicability to organisms that lack well-developed genetic tools. Our TILLING (Targeting Induced Local Lesions IN Genomes) method uses chemical mutagenesis followed by screening for single-base changes to discover induced mutations that alter protein function. TILLING was shown to be an effective reverse genetic strategy by the establishment of a high-throughput TILLING facility and the delivery of thousands of point mutations in hundreds of Arabidopsis genes to members of the plant biology community. RESULTS: We demonstrate that high-throughput TILLING is applicable to maize, an important crop plant with a large genome but with limited reverse-genetic resources currently available. We screened pools of DNA samples for mutations in 1-kb segments from 11 different genes, obtaining 17 independent induced mutations from a population of 750 pollen-mutagenized maize plants. One of the genes targeted was the DMT102 chromomethylase gene, for which we obtained an allelic series of three missense mutations that are predicted to be strongly deleterious. CONCLUSIONS: Our findings indicate that TILLING is a broadly applicable and efficient reverse-genetic strategy. We are establishing a public TILLING service for maize modeled on the existing Arabidopsis TILLING Project.","Till BJ, Reynolds SH, Weil C, Springer N, Burtner C, Young K, Bowers E, Codomo CA, Enns LC, Odden AR, Greene EA, Comai L, Henikoff S.",BMC Plant Biol,2004
10.1186_1471-2148-2-2,11835688,Evidence for an evolutionarily conserved interaction between cell wall biosynthesis and flowering in maize and sorghum.,"BACKGROUND: Factors that affect flowering vary among different plant species, and in the grasses in particular the exact mechanism behind this transition is not fully understood. The brown midrib (bm) mutants of maize (Zea mays L.), which have altered cell wall composition, have different flowering dynamics compared to their wild-type counterparts. This is indicative of a link between cell wall biogenesis and flowering. In order to test whether this relationship also exists in other grasses, the flowering dynamics in sorghum (Sorghum bicolor (L.) Moench) were investigated. Sorghum is evolutionarily closely related to maize, and a set of brown midrib (bmr) mutants similar to the maize bm mutants is available, making sorghum a suitable choice for study in this context. RESULTS: We compared the flowering time (time to half-bloom) of several different bmr sorghum lines and their wild-type counterparts. This revealed that the relationship between cell wall composition and flowering was conserved in sorghum. Specifically, the mutant bmr7 flowered significantly earlier than the corresponding wild-type control, whereas the mutants bmr2, bmr4, bmr6, bmr12, and bmr19 flowered later than their wild-type controls. CONCLUSION: The change in flowering dynamics in several of the brown midrib sorghum lines provides evidence for an evolutionarily conserved mechanism that links cell wall biosynthesis to flowering dynamics. The availability of the sorghum bmr mutants expands the germplasm available to investigate this relationship in further detail.","Vermerris W, Thompson KJ, McIntyre LM, Axtell JD.",BMC Evol Biol,2002
10.1186_gb-2004-5-3-r16,15003119,Rapid transcriptome responses of maize (Zea mays) to UV-B in irradiated and shielded tissues.,"BACKGROUND: Depletion of stratospheric ozone has raised terrestrial levels of ultraviolet-B radiation (UV-B), an environmental change linked to an increased risk of skin cancer and with potentially deleterious consequences for plants. To better understand the processes of UV-B acclimation that result in altered plant morphology and physiology, we investigated gene expression in different organs of maize at several UV-B fluence rates and exposure times. RESULTS: Microarray hybridization was used to assess UV-B responses in directly exposed maize organs and organs shielded by a plastic that absorbs UV-B. After 8 hours of high UV-B, the abundance of 347 transcripts was altered: 285 were increased significantly in at least one organ and 80 were downregulated. More transcript changes occurred in directly exposed than in shielded organs, and the levels of more transcripts were changed in adult compared to seedling tissues. The time course of transcript abundance changes indicated that the response kinetics to UV-B is very rapid, as some transcript levels were altered within 1 hour of exposure. CONCLUSIONS: Most of the UV-B regulated genes are organ-specific. Because shielded tissues, including roots, immature ears, and leaves, displayed altered transcriptome profiles after exposure of the plant to UV-B, some signal(s) must be transmitted from irradiated to shielded tissues. These results indicate that there are integrated responses to UV-B radiation above normal levels. As the same total UV-B irradiation dose applied at three intensities elicited different transcript profiles, the transcriptome changes exhibit threshold effects rather than a reciprocal dose-effect response. Transcriptome profiling highlights possible signaling pathways and molecules for future research.","Casati P, Walbot V.",Genome Biol,2004
10.1186_1471-2156-5-19,15257762,Nucleotide diversity of the ZmPox3 maize peroxidase gene: relationships between a MITE insertion in exon 2 and variation in forage maize digestibility.,"BACKGROUND: Polymorphisms were investigated within the ZmPox3 maize peroxidase gene, possibly involved in lignin biosynthesis because of its colocalization with a cluster of QTL related to lignin content and cell wall digestibility. The purpose of this study was to identify, on the basis of 37 maize lines chosen for their varying degrees of cell wall digestibility and representative of temperate regions germplasm, ZmPox3 haplotypes or individual polymorphisms possibly associated with digestibility. RESULTS: Numerous haplotypes with high diversity were identified. Frequency of nucleotide changes was high with on average one SNP every 57 bp. Nucleotide diversity was not equally distributed among site categories: the estimated pi was on average eight times higher for silent sites than for non-synonymous sites. Numerous sites were in linkage disequilibrium that decayed with increasing physical distance. A zmPox3 mutant allele, carrying an insertion of a transposable element in the second exon, was found in lines derived from the early flint inbred line, F7. This element possesses many structural features of miniature inverted-repeat transposable elements (MITE). The mutant allele encodes a truncated protein lacking important functional sites. An ANOVA performed with a subset of 31 maize lines indicated that the transposable element was significantly associated with cell wall digestibility. This association was confirmed using an additional set of 25 flint lines related to F7. Moreover, RT-PCR experiments revealed a decreased amount of corresponding mRNA in plants with the MITE insertion. CONCLUSION: These results showed that ZmPox3 could possibly be involved in monolignol polymerisation, and that a deficiency in ZmPox3 peroxidase activity seemingly has a negative effect on cell wall digestibility. Also, genetic diversity analyses of ZmPox3 indicated that this peroxidase could be a relevant target for grass digestibility improvement using specific allele introgressions.","Guillet-Claude C, Birolleau-Touchard C, Manicacci D, Rogowsky PM, Rigau J, Murigneux A, Martinant JP, Barrière Y.",BMC Genet,2004
10.1371_journal.pbio.0040005,16336045,Horizontal transfer of a plant transposon.,"The majority of well-documented cases of horizontal transfer between higher eukaryotes involve the movement of transposable elements between animals. Surprisingly, although plant genomes often contain vast numbers of these mobile genetic elements, no evidence of horizontal transfer of a nuclear-encoded transposon between plant species has been detected to date. The most mutagenic known plant transposable element system is the Mutator system in maize. Mu-like elements (MULEs) are widespread among plants, and previous analysis has suggested that the distribution of various subgroups of MULEs is patchy, consistent with horizontal transfer. We have sequenced portions of MULE transposons from a number of species of the genus Setaria and compared them to each other and to publicly available databases. A subset of these elements is remarkably similar to a small family of MULEs in rice. A comparison of noncoding and synonymous sequences revealed that the observed similarity is not due to selection at the amino acid level. Given the amount of time separating Setaria and rice, the degree of similarity between these elements excludes the possibility of simple vertical transmission of this class of MULEs. This is the first well-documented example of horizontal transfer of any nuclear-encoded genes between higher plants.","Diao X, Freeling M, Lisch D.",PLoS Biol,2006
