doi,pubmed_id,title,abstract,authors,journal,year
10.1016/j.saa.2025.127344,41391311,Research on sorghum variety discrimination method based on near-infrared spectroscopy and decision-level fusion.,"Sorghum is a primary raw material for Chinese Baijiu production. Rapid and accurate identification of sorghum varieties is crucial for quality control in the Baijiu industry. Near-infrared spectroscopy (NIRS) offers a promising nondestructive solution, though conventional discriminant models-relying solely on category labels-lack interpretability. This study proposes a novel classification method integrating NIRS with decision-level fusion (DLF). The approach involves developing quantitative NIRS models for sorghum tannin and amylopectin contents, building a label-based sorghum variety discriminant model, and fusing predictions from these three models via DLF to calculate the new category prediction values. Experiments on 81 sorghum flour samples from diverse sources demonstrated that DLF generally improved model discrimination performance. Specifically, partial least squares discriminant analysis (PLS-DA) model preprocessed with standard normal variate (SNV) + competitive adaptive reweighted sampling (CARS) and optimized by DLF achieved an accuracy of 0.938, while the CARS-PLS-DA model with DLF reached an accuracy of 0.951. The proposed method effectively bridges quantitative and qualitative analysis, enhancing model interpretability while improving discriminatory power.",,"Spectrochimica acta. Part A, Molecular and biomolecular spectroscopy",
10.1111/pce.70309,41346064,Large Variations in the Transpiration of Sorghum Canopies Under High Evaporative Demand Are Positively Related to Water Use Efficiency.,"Transpiration restriction under high vapour pressure deficit (VPD), measured indoors with individual plants, increases water use efficiency (WUE). However, VPD is not the only factor driving transpiration, individual plants in a field rapidly become a canopy, and reports on the transpiration restriction versus WUE are scant. We analyzed the transpiration response to the evaporative demand (Penman-Monteith reference evapotranspiration, ETref) and WUE in sorghum canopies outdoors. These responses showed no plateau at high ETref in 47 genotypes. The slope of the resulting linear relationship over the whole range of ETref showed a large genetic variability. Unexpectedly, this slope was positively correlated with WUE in experiments with high ETref. Conversely, a (classical) negative correlation was observed under low ETref. Genotypes with high WUE and response to ETref allowed maximum light penetration into the canopy, via more erect leaf orientation. VPD in the canopy was also lower than in open air when the leaf area index reached 2.5-3. We interpret that higher WUE related to a larger proportion of plant photosynthesis being contributed by lower level leaves that received light and faced lower VPD than leaves exposed to air VPD. This study opens new opportunities, agronomic and genetic, to improve WUE.",,"Plant, cell & environment",
10.1093/pcp/pcaf160,41342392,Sorghum bicolor Membrane Steroid Binding Protein 1 can bind heme and remodels ER membranes.,"Plant membrane steroid binding proteins (MSBPs) belong to the membrane-associated progesterone receptors (MAPRs) present in all eukaryotic kingdoms. Plant MSBP proteins have been shown to regulate the function of cytochrome P450 enzymes, bind different steroidal compounds and confer salt tolerance. However, the exact molecular function of plant MSBPs remains elusive. Here we perform phylogenetic analysis of the six MAPR genes encoded in the Sorghum bicolor genome. Of these, four group into a distinct MSBP clade characterized by being N-terminally membrane anchored followed by a cytochrome b5 domain and an extended disordered C-terminal. Biophysical of SbMSBP1 demonstrates that this protein can bind heme, which leads to dimerization potentially through a heme-heme stacking mechanism. We further show using untargeted proteomics that MSBPs are upregulated in both root and shoot tissue upon exposure to salt stress. Based on weighted gene co-expression network analysis (WGCNA) we find that SbMSBP1 abundance clusters with ER remodeling and vesicle transport proteins. We further show that overexpression of SbMSBP1 in Sorghum bicolor protoplasts and tobacco results in formation of structures consistent with organized smooth endoplasmic reticulum (OSER). Our data indicates that SbMSBP1 functions to remodel ER membranes, which may be directly linked to a functional role in stress resilience towards both biotic and abiotic stresses and furthermore could serve as a useful tool for metabolic engineering of ER-scaffolded biosynthetic pathways.",,Plant & cell physiology,
10.1016/j.repbio.2025.101168,41343982,Mechanisms underlying Sorghum bicolor extract protection against monosodium glutamate-induced reproductive toxicity in female rats.,"Monosodium glutamate (MSG) has been implicated in female reproductive toxicity through endocrine disruption, oxidative stress, inflammation, and apoptosis. This study investigated the protective role of Sorghum bicolor extract (SBE), a polyphenol-rich nutraceutical, against MSG-induced reproductive dysfunction in female Wistar rats, integrating in vivo outcomes with in silico docking analysis. Rats were exposed to MSG (4 g/kg) with or without SBE supplementation (100 mg/kg) orally for 28 days. Estrous cycle, sexual behaviors, hormonal profiles, oxidative and nitrosative stress markers, inflammatory mediators, and apoptotic regulators were assessed. Molecular docking evaluated the interactions of SBE phytochemicals with LHB and LHCGR. MSG disrupted the pituitary-gonadal axis, shortened estrous phases, suppressed reproductive behaviors, increased lipid peroxidation, activated NF-κB, and triggered mitochondrial apoptosis. SBE restored gonadotropins and steroid hormones, normalized estrous cycle, enhanced antioxidant defenses, suppressed inflammation, and prevented apoptosis. Docking analysis revealed strong ligand-protein interactions, supporting endocrine and cellular protection. Conclusively, SBE confers robust gonadoprotective effects against MSG toxicity through endocrine restoration, antioxidant, anti-inflammatory, and anti-apoptotic mechanisms validated in vivo and in silico.",,Reproductive biology,
10.1093/nar/gkaf1260,41335101,"Gramene 2025: expanded comparative genomics and pathway resources, integrated search, and pan-genome portals for crop research.","Gramene (gramene.org) is a comprehensive reference database for comparative plant genomics and pathway analysis, integrating functional annotations, evidence-based curated pathways and their projections, and multi-omics datasets. Since our last report, Gramene has added crop-specific pan-genome portals for maize, sorghum, rice, and grapevine. These pan-genome portals host population-scale datasets and multiple assembled genomes per species, all anchored by shared reference genomes. Importantly, these portals now adopt standardized rsIDs for genetic variants, advancing FAIR data principles and enabling cross-database interoperability. The main site is now Gramene Plants, emphasizing its broad genome coverage. Release 69 features 233 reference genomes, curated pathways for 139 species, expression data from 1026 studies across 27 species, and genetic variation data mapped to 27 genomes from 19 species. Key updates to the integrated search functionality include embedded expression viewers from the Bio-Analytic Resource for Plant Biology and EMBL-EBI Expression Atlas, a literature-curated catalog of gene functions, and a new Germplasm tab linking accessions with loss-of-function alleles to seed repositories. These advances reinforce Gramene as a comprehensive platform for exploring plant genomic diversity, gene function, and evolutionary conservation across the Green Tree of Life and within key agricultural species.",,Nucleic acids research,
10.1038/s41597-025-06143-w,41315294,A decade of on-farm data about improved cereal and legume cropping in Mexico.,"This data descriptor presents a decade-long agronomic dataset collected between 2012 and 2022 by extension agents across Mexico as part of CIMMYT's on-farm experimentation network. Extension agents used a unified digital logbook platform (BEM, later e-Agrology) to record agronomic activities, farm operations, and results. After multi-stage cleaning and validation, the dataset comprises 69,008 logbooks from 10,763 innovation plots testing new technologies, 10,305 control plots under conventional management, and 47,940 extension plots adopting sustainable practices. Key variables cover crop management (including sowing and harvest dates), resource use (including inputs, fuel and labor), activity costs, market prices, and yields for maize (Zea mays), beans (Phaseolus vulgaris), wheat (Triticum aestivum, Triticum durum), sorghum (Sorghum bicolor), and barley (Hordeum vulgare). Spanning diverse agroecologies and farm sizes, this open-access resource enables analyses of long-term productivity trends, cost-benefit relationships, input-output efficiencies, and climate-related performance. By providing harmonized, field-level data across multiple management scenarios, it can be used to derive valuable insights for researchers, extension services, and policymakers to develop optimized agronomic recommendations and sustainable intensification strategies.",,Scientific data,
10.1016/j.compbiolchem.2025.108811,41314159,Genome-wide in-silico characterization and expression profiles of serpin gene family in foxtail millet (Setaria italica).,"In plants, serpins form a superfamily of serine and cysteine protease inhibitors involved in stress tolerance and defense, with promising applications in pest management and agricultural biotechnology. This study identified and characterized 18 serpin (SiSRP) genes in the foxtail millet (Setaria italica) genome, distributed across different chromosomes. Analyses of gene structure, conserved motifs, and phylogeny indicated duplication events under strong purifying selection, driving the expansion and functional diversity of the serpin family. Prediction of cis-elements within promoter of SiSRP genes intimated that these serpin proteins are likely involved in plant's adaptive responses to abiotic stresses. Synteny with sorghum, rice, maize, and barley suggested that these genes originated before the divergence of these species, showing a close relationship between SiSRPs and sorghum genes. Expression profiles from RNA-seq data revealed functional diversification of these genes in plant development and defense. Multiple sequence alignment highlighted the LR gene (SiSRP9-2) as a promising candidate for pest control, disease resistance, and regulation of programmed cell death. This work provides the first genome-wide analysis of serpin genes in foxtail millet, offering valuable insights for enhancing crop stress tolerance. However, experimental validation of identified stress-related genes is required for dissecting the functional roles of serpins in crops like foxtail millet.",,Computational biology and chemistry,
10.3389/fpls.2025.1706603,41439183,"Integrated morphological, physiological, and transcriptomic analyses uncover the mechanisms of waterlogging tolerance in Sorghum bicolor (L.).","Sorghum (Sorghum bicolor L.) is a vital global crop often cultivated in waterlogging-prone regions. However, its productivity is severely limited by waterlogging stress, which inhibits growth and significantly reduces yields. To address this, we investigated the physiological and molecular mechanisms of waterlogging tolerance by comparing a tolerant variety 'S208' with a sensitive one 'S015'. After 12 days of waterlogging, 'S208' exhibited markedly less reduction in plant height, stem thickness, and leaf area. It also developed more and longer adventitious roots and, after 6 days, formed a significantly higher proportion of aerenchyma Physiological assays revealed that the activities of key anaerobic respiratory enzymes, including pyruvate decarboxylase (PDC), lactate dehydrogenase (LDH), and alcohol dehydrogenase (ADH), were consistently higher in 'S208'. Transcriptomic analysis 24 hours post-waterlogging identified differentially expressed genes (DEGs) enriched in energy metabolism, hormone regulation, and cell wall modification. Weighted gene co-expression network analysis (WGCNA) further highlighted the predominant regulatory roles of AP2/ERF, BHLH and WRKY transcription factor families. Our finding demonstrate that the superior waterlogging tolerance of 'S208' is atrributed to integrated morphological, phsiological, and transcriptional adaptations, providing valuable insights for breeding resilient sorghum varieties.",,Frontiers in plant science,
10.1111/tpj.70631,41411658,Decoding nitrogen uptake efficiency in maize and sorghum: insights from comparative gene regulatory networks.,"Nitrogen (N) is an essential macronutrient for plant growth and yield, yet optimizing nitrogen use efficiency remains a challenge in agriculture. To better understand the regulatory basis of plant responses to N availability, we constructed a maize-specific nitrogen uptake efficiency gene regulatory network (mNUEGRN) comprising 1625 protein-DNA interactions (PDI) between 70 promoters and 301 transcription factors using enhanced yeast one-hybrid assays. We also projected a sorghum NUE GRN (spNUEGRN) based on maize orthologs and analyzed N-responsive subnetworks in both species using transcriptome profiling under N stress of early deprivation and recovery. Cross-species comparison with an existing Arabidopsis GRN revealed about 18% conserved interaction, corresponding to 11% of the mNUEGRN, particularly within the nitrate assimilation pathways. Notably, bZIP18 and bZIP30 emerged as central regulators in mNUEGRN, forming highly connected feed-forward loops (FFLs). From our time series data, we identified 19 236 and 23 864 differentially expressed genes in maize and sorghum, respectively. Gini correlation analysis uncovered 764 and 638 FFLs in mNUEGRN and spNUEGRN, respectively, of which 22 FFLs in maize and 35 in sorghum were identified in both leaf and root for each species. These FFLs may represent candidate regulatory motifs that contribute to modulating transcriptional responses under fluctuating N conditions, but their potential roles require further investigation. Together, our findings reveal evolutionarily conserved and species-specific regulatory strategies that mediate early N responsiveness, offering a foundation for engineering crops with improved NUE.",,The Plant journal : for cell and molecular biology,
10.3390/foods14223880,41300038,Dual-Sensor Hyperspectral Fusion for Prediction of Sorghum Tannin Content Oriented to Liquor Brewing.,"To address the demand for precise sorghum tannin control in liquor brewing, and to overcome the inefficiency and high cost of traditional methods, this study developed a non-destructive approach by fusing features from dual hyperspectral sensors. Based on 240 representative sorghum samples covering different varieties and production regions, visible and near-infrared (VNIR) and short-wave infrared (SWIR) hyperspectral data were sequentially collected, and the tannin content was determined using standard chemical methods as reference values. Using the competitive adaptive reweighted sampling (CARS) method, characteristic wavelength bands were extracted and fused feature subsets were constructed. Combined with partial least squares (PLS), support vector machine (SVM), and convolutional neural network (CNN) algorithms, the performance of models built from both full-data concatenation and feature fusion of VNIR and SWIR data was systematically compared. The results demonstrated that the feature-based models exhibited superior performance to the full-spectrum models, while the model incorporating dual-sensor feature fusion achieved the best overall results. The fused-feature-CNN model achieved the optimal prediction performance, with values of 0.83 for coefficient of determination for the prediction set (RP2), 0.29 for root mean squared error for the prediction set (RMSEP), and 2.42 for residual predictive deviation for the prediction set (RPDP). This study confirms that the integration of multi-sensor feature fusion with deep learning strategies can provide an effective technical pathway for the rapid, non-destructive detection of sorghum tannin content and the development of online sorting equipment.",,"Foods (Basel, Switzerland)",
10.3389/fpls.2025.1682270,41451288,Genome-wide association study of salt tolerance in sorghum during germination.,"INTRODUCTION: Salt stress is a major abiotic factor restricting sorghum seed germination and early seedling establishment, particularly in saline-affected soils. Understanding the genetic architecture underlying salt tolerance during germination is essential for improving sorghum adaptation to saline environments. Genome-wide association studies (GWAS) based on high-density genomic variants provide an effective approach for uncovering loci and genes controlling complex stress-response traits. However, the genetic basis of sorghum salt tolerance at the seedling stage remains insufficiently characterized.METHODS: To dissect the genetic architecture of salt tolerance during germination, we conducted a genome-wide association study (GWAS) using a panel of 245 sorghum mini core accessions and 6,094,317 high-quality SNPs obtained through whole genome resequencing. Seedlings were evaluated under five NaCl concentrations (0, 50, 100, 150, and 200 mmol/L) in 2019 and three (0, 50, and 200 mmol/L) in 2020 for shoot/root length, shoot/root fresh weight, and shoot/root dry weight, resulting in 84 trait/treatment/year combinations for GWAS.RESULTS AND DISCUSSION: GWAS mapped 35 salt tolerance loci and 39 candidate genes were identified for salt tolerance from 29 of the 35 loci. Majority of these candidate genes (29 of the 39) have orthologs in other species that have been shown to play roles in salt tolerance in plants. These candidate genes potentially involved in ion transport, stress signaling, and growth regulation were identified in genomic regions in or adjacent to the location of associated markers. These findings provide valuable insights into the genetic basis of salt tolerance in sorghum and offer potential targets for marker-assisted selection and genetic improvement of salt-tolerant cultivars.",,Frontiers in plant science,
10.3390/plants14223412,41304563,Genetic Resources of Cereal and Oilseed Crops for Heterotic Hybrid Breeding.,"In modern agriculture, heterotic hybrids produced from hybridization of inbred lines, have shown superiority over open-pollinated and pure line varieties due to their morphological homogeneity, synchronized maturity, and yield performance. The worldwide use of heterosis in plant breeding programs has become possible due to the discovery of cytoplasmic male sterility (CMS), a phenomenon that prevents a plant from producing viable pollen. The CMS-Rf genetic systems are commonly used to produce hybrid seeds. Species from primary, secondary, and tertiary gene pools serve as sources of sterility-inducing cytoplasm in different crop plants. In this review, information on the main genetic factors that induce sterility and restore pollen fertility in F1 hybrids of economically important cereal (rice, sorghum, maize, rye, wheat, pearl millet) and oilseed (sunflower, rapeseeds, mustard) crops are discussed. The genetic data indicate the location of putatively orthologous candidate Rf genes on syntenic chromosomes in evolutionarily related species. The cytological features of male gametophyte development associated with pollen abortion in lines with CMS are highlighted. The problem of heterotic grouping and selecting parental forms based on genetic distance is discussed. The present knowledge on the genetic resources of different cereal and oilseed crops is highly related to the availability of genomic data. Broadening the CMS source pool and the search for new pollen fertility restoration genes are relevant to avoid cytoplasm unification. Knowledge of the cytoembryological features of CMS manifestation in cereals and oilseed crops is of great importance for understanding the genetic control and practical use of this phenomenon. Utilization of wild species' genetic resources for these purposes and applying modern techniques of the targeted genome and gene changes at the molecular, genomic, cytological and organismal levels are promising.",,"Plants (Basel, Switzerland)",
10.1016/j.jhazmat.2025.140357,41198510,Corrigendum to &#8220;SbMPK13-mediated SbWRKY10 phosphorylation positively regulates SbGST40 expression required for cadmium tolerance in sorghum&#8221; [J Hazard Mater 494 (2025) 138788].,,,Journal of hazardous materials,
10.1111/pbi.70441,41190715,Induction of Synthetic Apomixis in Two Sorghum Hybrids Enables Seed Yield and Genotype Preservation Over Multiple Generations.,"Induction of apomixis, or clonal reproduction through seed, could economise commercial hybrid seed production and enable smallholder farmers to save and sow hybrid seed. Here, we demonstrate the synthetic induction of apomixis in two sorghum hybrids and show that the clonal hybrid seed can be maintained across multiple seed generations. This was achieved through the combination of avoidance of meiosis and induced parthenogenesis. Meiotic avoidance was generated by CRISPR/Cas9 knockout of the sorghum meiosis genes Spo11, Rec8, OsdL1 and OsdL3. Parthenogenesis was induced in the resultant diploid egg cell by the expression of the Cenchrus ASGR-BBML2 gene coding sequence. Two different strategies were used to combine these components to induce synthetic apomixis in two sorghum hybrids. Each hybrid used Tx623 as a female parent and either Tx430 or the African landrace Macia as a male parent. Seed yields in both apomictic hybrids were consistent and stable for multiple generations following self-pollination but reduced relative to the sexual hybrids. Sorghum contains two copies of the Osd1 gene that function in meiotic non-reduction. CRISPR/Cas9 knockout of both OsdL1 and OsdL3 loci was sufficient to produce clonal hybrid progeny in conjunction with the other components, but this led to a reduction in seed set. By contrast, a single in-frame edited allele of either OsdL1 or OsdL3 significantly improved seed set of clonal hybrid progeny. Fine-tuning OsdL activity appears to be essential to optimising fertility; however, additional improvements are required to unlock the agronomic potential of synthetically induced apomictic sorghum in the field.",,Plant biotechnology journal,
10.1101/2025.11.02.686151,41279158,"Population genomic structure of sorghum landraces across landscape, environment and culture.","The spread of staple crops to diverse environments over time and their current genetic structure may reflect historical dispersal by humans, sustained human preference for particular traits, and adaptation to local environments. Sorghum is a drought-tolerant crop native to Africa cultivated by hundreds of millions of smallholders globally. Here we examined the ecological context of population-genomic structure of 1,806 sorghum landraces across Africa and Eurasia to infer the relative contribution of environmental and cultural factors to sorghum genetic diversity across different relative time periods. Sorghum landraces were spatially and linguistically structured at a large-scale and within subregions, following a pattern of isolation by distance. Within regions, much of genomic structure was best explained by a mechanistic model of human travel time. In our assessment of hierarchical linguistic structure, we found that language families explain 4% of genomic variation while individual languages explain 13% of genomic variation, suggesting the importance of human culture and relationships in gene flow and selection. Variance partitioning showed that travel time, language, and climate explain up to 27% of genomic variation among landraces. We also observed regional differences in the degree of genetic relatedness across space and time in our assessment of shared ancestry. East Africa showed particularly strong geographic turnover in genomic composition and haplotype sharing, while West Africa showed substantial haplotype sharing even over large distances, signifying some rapidly spreading lineages. Thus, space, travel time, and culture likely capture important forces controlling sorghum genomic variation, but these factors operate heterogeneously over space.",,bioRxiv : the preprint server for biology,
